label,capture_name,duration_sec,mean_length,jumbo_ratio,tcp_ratio,udp_ratio,tls13_ratio,inbound_ratio,outbound_ratio
nbcnews,nbcnews_05,62.8268679,911.1598083308814,0.5734801675703698,0.7893741330755327,0.00371288862735208,0.16832695837361467,0.609572247208328,0.3904277527916719
walmart,walmart_05,64.0707699,923.1083159977675,0.5813283271601807,0.7935866862854534,0.03589223197523974,0.14990106042924553,0.5780607844132123,0.42193921558678776
