"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","35.190.43.134","10.1.40.190","TLSv1.2","143","Application Data"
"2","0.064032500","10.1.3.206","140.82.112.21","TCP","66","65487  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"3","0.072527200","140.82.112.21","10.1.3.206","TCP","66","443  >  65487 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM WS=1024"
"4","0.072657000","10.1.3.206","140.82.112.21","TCP","54","65487  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5","0.073137500","10.1.3.206","140.82.112.21","TLSv1.3","1895","Client Hello (SNI=collector.github.com)"
"6","0.081665900","140.82.112.21","10.1.3.206","TCP","60","443  >  65487 [ACK] Seq=1 Ack=1842 Win=69632 Len=0"
"7","0.082032500","140.82.112.21","10.1.3.206","TLSv1.3","1490","Server Hello, Change Cipher Spec, Application Data"
"8","0.082032500","140.82.112.21","10.1.3.206","TCP","1490","443  >  65487 [PSH, ACK] Seq=1437 Ack=1842 Win=69632 Len=1436 [TCP PDU reassembled in 11]"
"9","0.082032500","140.82.112.21","10.1.3.206","TCP","1278","443  >  65487 [PSH, ACK] Seq=2873 Ack=1842 Win=69632 Len=1224 [TCP PDU reassembled in 11]"
"10","0.082155900","10.1.3.206","140.82.112.21","TCP","54","65487  >  443 [ACK] Seq=1842 Ack=2873 Win=65280 Len=0"
"11","0.086868800","140.82.112.21","10.1.3.206","TLSv1.3","1490","Application Data"
"12","0.086868800","140.82.112.21","10.1.3.206","TLSv1.3","435","Application Data, Application Data"
"13","0.086930300","10.1.3.206","140.82.112.21","TCP","54","65487  >  443 [ACK] Seq=1842 Ack=5533 Win=65280 Len=0"
"14","0.088304900","10.1.3.206","140.82.112.21","TLSv1.3","118","Change Cipher Spec, Application Data"
"15","0.088421100","10.1.3.206","140.82.112.21","TLSv1.3","146","Application Data"
"16","0.088546600","10.1.3.206","140.82.112.21","TLSv1.3","742","Application Data"
"17","0.088604500","10.1.3.206","140.82.112.21","TCP","14414","65487  >  443 [ACK] Seq=2686 Ack=5914 Win=65024 Len=14360 [TCP PDU reassembled in 21]"
"18","0.096794300","140.82.112.21","10.1.3.206","TLSv1.3","133","Application Data"
"19","0.096794300","140.82.112.21","10.1.3.206","TLSv1.3","133","Application Data"
"20","0.096794300","140.82.112.21","10.1.3.206","TLSv1.3","118","Application Data"
"21","0.096883900","10.1.3.206","140.82.112.21","TLSv1.3","1170","Application Data"
"22","0.096920300","10.1.3.206","140.82.112.21","TCP","54","65487  >  443 [ACK] Seq=18162 Ack=6136 Win=64768 Len=0"
"23","0.097032100","140.82.112.21","10.1.3.206","TCP","60","443  >  65487 [ACK] Seq=6136 Ack=4122 Win=75776 Len=0"
"24","0.097032100","140.82.112.21","10.1.3.206","TCP","60","443  >  65487 [ACK] Seq=6136 Ack=6994 Win=80896 Len=0"
"25","0.097032100","140.82.112.21","10.1.3.206","TCP","60","443  >  65487 [ACK] Seq=6136 Ack=9866 Win=87040 Len=0"
"26","0.097032100","140.82.112.21","10.1.3.206","TCP","60","443  >  65487 [ACK] Seq=6136 Ack=12738 Win=93184 Len=0"
"27","0.097032100","140.82.112.21","10.1.3.206","TCP","60","443  >  65487 [ACK] Seq=6136 Ack=17046 Win=101376 Len=0"
