"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","57.144.74.1","10.1.3.206","UDP","72","443  >  51717 Len=30"
"2","0.000450300","10.1.3.206","57.144.74.1","UDP","78","51717  >  443 Len=36"
"3","0.000575400","57.144.74.34","10.1.3.206","UDP","1274","443  >  60785 Len=1232"
"4","0.000575400","57.144.74.34","10.1.3.206","UDP","1274","443  >  60785 Len=1232"
"5","0.000575400","57.144.74.34","10.1.3.206","UDP","954","443  >  60785 Len=912"
"6","0.005156400","10.1.3.206","57.144.74.34","UDP","81","60785  >  443 Len=39"
"7","0.005298700","10.1.3.206","57.144.74.145","TLSv1.2","16460","Application Data"
"8","0.005351400","10.1.3.206","57.144.74.145","TLSv1.2","794","Application Data"
"9","0.013403400","57.144.74.145","10.1.3.206","TCP","60","443  >  49219 [ACK] Seq=1 Ack=1393 Win=458 Len=0"
"10","0.013403400","57.144.74.145","10.1.3.206","TCP","60","443  >  49219 [ACK] Seq=1 Ack=6961 Win=501 Len=0"
"11","0.013403400","57.144.74.145","10.1.3.206","TCP","60","443  >  49219 [ACK] Seq=1 Ack=11137 Win=534 Len=0"
"12","0.013403400","57.144.74.145","10.1.3.206","TCP","60","443  >  49219 [ACK] Seq=1 Ack=13921 Win=555 Len=0"
"13","0.013403400","57.144.74.145","10.1.3.206","TCP","60","443  >  49219 [ACK] Seq=1 Ack=17147 Win=586 Len=0"
"14","0.033828400","57.144.74.1","10.1.3.206","UDP","1274","443  >  51717 Len=1232"
"15","0.033828400","57.144.74.1","10.1.3.206","UDP","186","443  >  51717 Len=144"
"16","0.034216800","10.1.3.206","57.144.74.1","UDP","80","51717  >  443 Len=38"
"17","0.034410600","57.144.74.34","10.1.3.206","UDP","90","443  >  60785 Len=48"
"18","0.035075400","57.144.74.145","10.1.3.206","TLSv1.2","86","Application Data"
"19","0.055910300","57.144.74.145","10.1.3.206","TLSv1.2","97","Application Data"
"20","0.056050400","10.1.3.206","57.144.74.145","TCP","54","49219  >  443 [ACK] Seq=17147 Ack=76 Win=251 Len=0"
"21","0.056687900","10.1.3.206","57.144.74.145","TLSv1.2","90","Application Data"
"22","0.060715800","57.144.74.1","10.1.3.206","UDP","90","443  >  51717 Len=48"
"23","0.063667200","57.144.74.1","10.1.3.206","UDP","1114","443  >  51717 Len=1072"
"24","0.090108300","10.1.3.206","57.144.74.1","UDP","81","51717  >  443 Len=39"
"25","0.090957700","10.1.3.206","57.144.74.34","UDP","1287","60785  >  443 Len=1245"
"26","0.091025500","10.1.3.206","57.144.74.34","UDP","754","60785  >  443 Len=712"
"27","0.099348000","57.144.74.34","10.1.3.206","UDP","90","443  >  60785 Len=48"
"28","0.106163000","57.144.74.145","10.1.3.206","TCP","60","443  >  49219 [ACK] Seq=76 Ack=17183 Win=586 Len=0"
"29","0.109593100","10.1.3.206","57.144.74.34","UDP","77","60785  >  443 Len=35"
"30","0.109890000","57.144.74.34","10.1.3.206","UDP","90","443  >  60785 Len=48"
"31","0.122241100","57.144.74.1","10.1.3.206","UDP","90","443  >  51717 Len=48"
"32","0.150429100","57.144.74.34","10.1.3.206","UDP","1146","443  >  60785 Len=1104"
"33","0.150429100","57.144.74.34","10.1.3.206","UDP","90","443  >  60785 Len=48"
"34","0.159363300","10.1.3.206","57.144.74.34","UDP","81","60785  >  443 Len=39"
"35","0.182868800","10.1.3.206","57.144.74.34","UDP","365","60785  >  443 Len=323"
"36","0.186603000","57.144.74.34","10.1.3.206","UDP","90","443  >  60785 Len=48"
"37","0.191282000","57.144.74.34","10.1.3.206","UDP","90","443  >  60785 Len=48"
"38","0.199624900","10.1.3.206","57.144.74.34","UDP","77","60785  >  443 Len=35"
"39","0.212846100","10.1.3.206","57.144.74.192","TLSv1.2","151","Application Data"
"40","0.221060500","57.144.74.192","10.1.3.206","TCP","60","443  >  59896 [ACK] Seq=1 Ack=98 Win=348 Len=0"
"41","0.294629200","57.144.74.192","10.1.3.206","TLSv1.2","180","Application Data"
"42","0.297981000","10.1.3.206","57.144.74.34","UDP","1292","60785  >  443 Len=1250"
